,song,artist,danceability,energy,speechiness,instrumentalness,tempo,valence,hit
5559,Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,0.69,0.533,0.0342,6.02e-05,119.924,0.399,0
5561,To Be Young,Blessed By A Broken Heart,0.396,0.885,0.0601,2.18e-06,155.132,0.541,0
5564,Veneno Es Antídoto (S.O.S:),División Minúscula,0.513,0.906,0.0621,0.0,97.494,0.681,0
5568,Lord Of The Strings,Miri Ben-Ari,0.354,0.527,0.12,1.49e-05,67.337,0.341,0
5569,Improvisation 3,Joe Mcphee,0.476,0.364,0.25,0.147,105.581,0.349,0
5572,Navkar Mantra,Shailendra Bharti,0.605,0.397,0.0257,1.35e-06,89.159,0.707,0
5573,One Last Kiss - Tracy Young Big Room Mix,Stevie Jewel,0.72,0.867,0.0548,0.795,127.996,0.479,0
5574,Canción para Mi Muerte,Sui Generis,0.457,0.516,0.0299,0.000426,131.122,0.495,0
5575,Partytime,The Jazz Butcher,0.584,0.235,0.0518,4.17e-05,77.34,0.454,0
5577,1999 [ASOT 353] - Richard Durand Remix,Binary Finary,0.522,0.922,0.0457,0.761,136.888,0.309,0
5580,Deception,The Crüxshadows,0.626,0.683,0.0274,0.311,135.043,0.276,0
5581,Mistake No.2,A Touch Of Class,0.641,0.727,0.0343,0.0,102.011,0.454,0
5582,Im Herzen ein Lied (Free To Dance),Feiert Jesus!,0.634,0.912,0.0617,2.16e-05,124.983,0.636,0
5585,The Grass So Little Has to Do,Ernst Bacon,0.361,0.111,0.0682,0.184,59.32,0.321,0
5586,Lisbon Improvisation Players,Lisbon Improvisation Players,0.488,0.402,0.343,0.274,114.977,0.231,0
5587,"Chhabeela (From ""Saawariya"")",Monty Sharma,0.661,0.717,0.129,0.000106,92.903,0.841,0
5588,My Red Hot Car,Squarepusher,0.752,0.695,0.0602,0.904,142.008,0.662,0
5590,Healing - Original Mix,Phaeleh,0.221,0.674,0.0639,0.383,175.875,0.0424,0
5594,Outta Beat - Instrumental,Marc Mac,0.66,0.872,0.0608,0.917,99.971,0.664,0
5595,Broken,Trifonic,0.582,0.649,0.0267,0.0136,131.903,0.25,0
5601,Aidhar Kankan Odhar Kankan,Asa Singh Mastana,0.619,0.302,0.0743,0.0218,149.14,0.604,0
5602,Heavy Metal I-III,Evan Parker,0.637,0.253,0.475,0.213,138.785,0.417,0
5603,Right To Live,Nausea,0.264,0.953,0.17,0.895,89.74,0.203,0
5605,Big Balls (Cover Version),Dwarves,0.346,0.936,0.181,0.592,96.022,0.549,0
5609,Dakota,Stereophonics,0.506,0.93,0.0675,0.00682,146.994,0.305,0
5611,Enu Saadhane Maadi Krishnana,Kadri Gopalnath,0.551,0.57,0.0537,0.958,185.987,0.831,0
5612,Get Hot,Viktory,0.648,0.624,0.295,1.17e-06,82.602,0.257,0
5613,Kettering,The Antlers,0.324,0.163,0.0416,0.844,139.814,0.0852,0
5614,Breathe In,Frou Frou,0.75,0.722,0.0308,0.00213,97.493,0.759,0
5615,Scholarship In Punk,Guttermouth,0.594,0.99,0.0452,0.0,105.972,0.886,0
5616,Even If You're Never Awake,Stars Of The Lid,0.0823,0.0617,0.0456,0.893,71.999,0.0277,0
5619,Folk Tune,Percy Whitlock,0.06,0.0086,0.0418,0.937,59.359,0.0831,0
5620,Det Bedragne Skind,Trio Mio,0.494,0.398,0.0345,0.714,129.112,0.874,0
5622,The Baby Boy,Harry Belafonte,0.601,0.0288,0.0675,0.0,127.622,0.515,0
5626,Engine - Live,Jeff Mangum,0.373,0.663,0.318,1.93e-05,95.367,0.115,0
5630,Wound,The New Black,0.568,0.465,0.0249,0.0312,110.003,0.358,0
5631,Buried a Lie,Senses Fail,0.491,0.87,0.136,0.0,163.268,0.532,0
5632,Black Metal Sabbath,Cephalic Carnage,0.226,0.912,0.159,0.0933,106.994,0.09,0
5633,Marlena - 2006 Remaster,Frankie Valli & The Four Seasons,0.686,0.785,0.0552,1.66e-05,130.18,0.904,0
5634,Heroes,Revolution Renaissance,0.274,0.946,0.0602,0.297,141.056,0.235,0
5638,Gettin' Over You (feat. Fergie & LMFAO),David Guetta,0.62,0.87,0.0868,0.0,130.079,0.513,0
5639,Sirena,Faun,0.537,0.631,0.0322,0.00849,134.96,0.158,0
5641,Charade,Nicola Conte,0.631,0.932,0.0371,0.358,110.226,0.866,0
5643,Twin Peaks Twist,Messer Chups,0.561,0.334,0.238,0.161,172.146,0.312,0
5645,The Final,Dir En Grey,0.455,0.84,0.0621,0.00342,120.003,0.462,0
5647,Journey To The Cave,Nicholas Hooper,0.281,0.141,0.0431,0.887,87.59,0.0388,0
5648,Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,0.292,0.567,0.0316,0.852,186.405,0.156,0
5649,Big Coat,Wiretree,0.784,0.467,0.0318,0.154,132.061,0.436,0
5651,"Aapka Makan Bahut Achha Hai - From ""Hum Pyar Tumhi Se Kar Baithe""",Alka Yagnik,0.801,0.585,0.134,0.000832,126.976,0.733,0
5653,El Legado de Judas,Beethoven R.,0.504,0.947,0.0559,0.000342,130.02,0.445,0
5660,When Love Is Within You (Wenn Liebe in dir ist),Lukas Perman,0.325,0.429,0.0412,1.74e-06,58.5,0.236,0
5662,Personality Crisis,New York Dolls,0.324,0.955,0.168,6.39e-06,143.295,0.244,0
5663,Thunder and Lightning,Halford,0.535,0.868,0.0464,0.00689,128.012,0.609,0
5664,Ain't No Sunshine,Wovenhand,0.456,0.535,0.029,0.0273,160.277,0.162,0
5665,Straight Psych,Amon Tobin,0.343,0.549,0.188,0.0617,169.68,0.331,0
5666,Big Rock Candy Mountain,Norman Blake,0.7,0.363,0.0402,0.904,99.294,0.965,0
5667,Unidentified folk song setting,Benjamin Britten,0.142,0.00616,0.0475,0.443,73.406,0.0666,0
5673,Cursing Akhenaten,After The Burial,0.48,0.97,0.217,0.0964,160.033,0.0548,0
5676,Nanou2,Aphex Twin,0.338,0.000982,0.0465,0.239,93.066,0.0776,0
5677,Through the Window,Brian Bromberg,0.495,0.912,0.0423,0.887,151.957,0.837,0
5678,When the World Ends in Fire (Metal Returns),Apokalyptic Raids,0.123,0.91,0.0549,0.0687,89.658,0.442,0
5679,"Crossings: The Ascent, String Quartet No. 4, Amazing Grace",Ben Johnston,0.15,0.35,0.0495,0.236,73.019,0.193,0
5680,Godless,Nausea,0.293,0.961,0.188,0.869,158.496,0.288,0
5681,Silent Imagery,Jeunesse D'Ivoire,0.663,0.76,0.0286,0.903,110.724,0.647,0
5685,Dance with the Demon,Majesty,0.432,0.814,0.0456,8.43e-06,84.978,0.231,0
5687,Boom Boom Room,Big El,0.858,0.479,0.208,1.32e-06,102.0,0.432,0
5691,To Our Friends In the Great White North,Botch,0.222,0.92,0.102,0.865,74.811,0.184,0
5692,In The Summer,Terry Riley,0.298,0.407,0.0361,0.764,126.506,0.0403,0
5697,Urho,Heavy Metal Perse,0.36,0.943,0.0383,0.00341,81.59,0.549,0
5698,These Colours Don't Run - 2015 Remaster,Iron Maiden,0.317,0.94,0.114,0.0033,103.396,0.228,0
5699,Ciel errant,Alcest,0.171,0.645,0.0396,0.893,85.991,0.161,0
5700,Dubforce,Synapscape,0.386,0.966,0.331,0.512,137.34,0.241,0
5702,Katuman Kaiku,Turisas,0.15,0.264,0.0306,0.759,93.225,0.154,0
5704,Ancha Es Castilla (Metal Version),Mägo de Oz,0.299,0.803,0.0486,1.34e-05,144.421,0.419,0
5705,The Dreadnought,The Dreadnoughts,0.382,0.904,0.0534,0.164,114.72,0.45,0
5706,Perfume - Zurdo Jazz Remix,Campo,0.711,0.922,0.0381,0.848,105.008,0.66,0
5708,Cindy Electronium,Raymond Scott,0.553,0.467,0.586,0.0884,199.432,0.913,0
5709,Sooner Or Later - Rubble Mix,Trifonic,0.47,0.778,0.033,0.491,191.994,0.209,0
5715,The Nomad - 2015 Remaster,Iron Maiden,0.338,0.915,0.0449,0.000266,128.853,0.404,0
5716,"Deus Passus, ""St. Luke Passion"": Popule meus (Mezzo-Soprano)",Wolfgang Rihm,0.238,0.0165,0.0478,0.000574,95.54,0.0323,0
5718,Dial My Number - Radio Mix,Master Blaster,0.641,0.988,0.0395,0.0999,137.025,0.831,0
5724,Pretty In Casts,Pig Destroyer,0.139,0.999,0.192,0.951,147.876,0.0379,0
5727,Peace Of Mind,Death SS,0.461,0.994,0.0679,0.00215,110.018,0.236,0
5729,High Time,The Sonics,0.486,0.884,0.0514,0.00244,106.14,0.495,0
5730,Vatapi - Hamsadwani - Adi - Live,Kadri Gopalnath,0.46,0.587,0.0722,0.906,98.017,0.961,0
5732,Dance im Olivehain,Phenomden,0.84,0.882,0.0714,0.0,159.95,0.941,0
5733,Este era un rey,Silvestre Revueltas,0.508,0.267,0.0594,0.639,131.786,0.244,0
5736,(I Can't Get No) Satisfaction,Sky Saxon,0.531,0.85,0.0415,0.0,134.945,0.739,0
5737,Without You (To Solitude‚ä¶pt.2),Tears of Mankind,0.343,0.623,0.0522,0.0142,130.369,0.0373,0
5738,"Canon Odes 1, 3, 6 - Entrance of the Theotokos - Solovetsk Chant",Archangel Voices,0.201,0.0835,0.0437,0.000119,98.043,0.107,0
5739,Das Tor,Faun,0.506,0.312,0.0374,0.863,130.006,0.0732,0
5740,Count In Fives,The Horrors,0.253,0.915,0.0753,1.28e-05,160.96,0.421,0
5741,Esther's,Amon Tobin,0.297,0.746,0.0823,0.769,142.838,0.182,0
5742,God Is With Us - Valaam chant,Archangel Voices,0.197,0.0592,0.0418,1.1e-06,85.233,0.121,0
5746,Fenomeni,Cor Veleno,0.743,0.795,0.228,0.0,93.997,0.923,0
5748,Hau Ruck,KMFDM,0.544,0.878,0.0463,0.853,100.007,0.147,0
5749,Unconscious Ruins,Destruction,0.29,0.962,0.118,0.717,146.115,0.555,0
5750,Rainmaker - 2015 Remaster,Iron Maiden,0.35,0.952,0.14,0.0,86.146,0.539,0
5752,Satisfied Mind,Eau Claire Memorial Jazz I,0.389,0.232,0.217,0.00116,108.454,0.534,0
5753,"Symphonie fantastique, Op. 14: V. Dream of a Witches' Sabbath: Larghetto - Allegro",Hector Berlioz,0.369,0.195,0.0502,0.886,119.399,0.13,0
5754,I Know I Know I Know,Tegan and Sara,0.716,0.656,0.0297,4.1e-06,117.008,0.851,0
5756,Amma - Varnam - genre: Vocal; Raga: Gambeeranattai; Tala: Adi,M. Balamuralikrishna,0.576,0.591,0.393,0.0,86.486,0.677,0
5757,Crusaders,Harry Gregson-Williams,0.443,0.173,0.0366,0.967,118.147,0.0348,0
5763,Bloodcraving,Mortician,0.154,0.573,0.0783,0.303,83.268,0.0967,0
5764,Nassau Jam,The Bahama Soul Club,0.666,0.886,0.0314,0.488,125.023,0.854,0
5768,Troubled Times,Midnight Syndicate,0.228,0.474,0.0577,0.885,111.982,0.0656,0
5769,Extreme Ways,Moby,0.511,0.782,0.057,0.000858,100.015,0.538,0
5770,Less Talk More Rokk,Freezepop,0.56,0.501,0.0366,0.00169,125.024,0.207,0
5773,Red Rock,Edward Ka-Spel,0.439,0.181,0.0275,0.291,91.997,0.0588,0
5775,Missing Pieces,Voxtrot,0.306,0.854,0.0816,4.4e-06,167.151,0.716,0
5776,Stab 'Em,Re-Con,0.352,0.962,0.0661,0.855,182.552,0.339,0
5777,I Am The Changer,Cotton Jones,0.634,0.529,0.0284,0.000805,122.015,0.451,0
5778,Parade Of Punk Rock T-Shirts,Maritime,0.662,0.816,0.0869,0.0,134.971,0.663,0
5784,No Getting Over Me,Willie Clayton,0.486,0.723,0.0296,0.0,97.299,0.502,0
5788,What Is Jazz,Club des Belugas,0.828,0.769,0.165,0.00743,129.988,0.813,0
5790,Visst é dé så,Larz-Kristerz,0.312,0.848,0.0353,0.000252,189.73,0.713,0
5791,Mere Haath Mein,Sonu Nigam,0.554,0.606,0.0722,0.000183,93.922,0.584,0
5793,Fuerza Nueva (club mix),Moka Dj,0.79,0.321,0.0511,0.787,130.093,0.5,0
5794,Master of Darkness,Arjen Anthony Lucassen's Star One,0.522,0.928,0.0686,0.000247,117.967,0.483,0
5798,Last Dollar Blues,Blue Highway,0.747,0.552,0.0309,0.00242,110.208,0.894,0
5799,Minus All,Imperative Reaction,0.62,0.929,0.0796,0.037,130.031,0.627,0
5804,In the Name of Science,Toxic Holocaust,0.159,0.974,0.1,0.717,199.002,0.418,0
5807,Gnossienne: No. 2,Erik Satie,0.337,0.0295,0.0503,0.934,69.188,0.0387,0
5809,Veni Vidi Vici,Black Lips,0.666,0.544,0.0303,0.000801,107.335,0.713,0
5810,Radio Girl,Volbeat,0.499,0.989,0.0651,0.0112,112.649,0.504,0
5811,Pop 1,GAS,0.0748,0.041,0.0405,0.948,82.531,0.426,0
5812,Molokai Slide,Ehukai,0.845,0.374,0.0653,0.0,115.036,0.961,0
5813,Space Mystery,Raymond Scott,0.318,0.227,0.0719,0.388,103.974,0.0344,0
5814,Un-gravitify,Crush 40,0.407,0.913,0.0646,0.0255,139.909,0.352,0
5817,Holy Diver,Killswitch Engage,0.369,0.995,0.12,0.00589,185.985,0.27,0
5818,Staplegunned,The Spill Canvas,0.655,0.452,0.0363,0.0,135.425,0.734,0
5821,Halving The Compass,Helios,0.347,0.244,0.0361,0.915,115.044,0.211,0
5823,Too Fat Too Thin,Subhumans,0.355,0.806,0.0768,0.0,168.397,0.845,0
5826,"Ready, Able",Grizzly Bear,0.432,0.458,0.0399,0.719,152.572,0.232,0
5829,3 Gymnopédies: I. Lent et douloureux,Erik Satie,0.456,0.0108,0.0755,0.961,69.457,0.315,0
5832,Zombie (Ray Knox Hands Up Remix),Andrew Spencer & The Vamprockerz,0.695,0.999,0.0662,0.00039,138.031,0.442,0
5834,FOLK SONG OF BANGLADESH,Badal Roy,0.568,0.153,0.121,0.875,97.501,0.447,0
5835,First Doom,Amorphis,0.244,0.745,0.0333,0.879,107.993,0.369,0
5836,Blood Brothers - 2015 Remaster,Iron Maiden,0.243,0.809,0.0479,0.0338,182.679,0.444,0
5838,Cavern,Liquid Liquid,0.681,0.752,0.0531,0.783,115.405,0.323,0
5840,"Abhi Na Jao Chhod Kaar (Unplugged), Pt. 2",Akriti Kakkar,0.584,0.387,0.0304,0.0,135.974,0.244,0
5841,Jég ( Metál Remix ),Árnyak,0.565,0.541,0.0307,0.677,129.825,0.242,0
5842,Oshakashama,RADWIMPS,0.451,0.978,0.179,0.000366,128.329,0.702,0
5843,Calling All Cars,Senses Fail,0.373,0.961,0.0996,1.46e-05,168.131,0.543,0
5844,Early Grave,Architects,0.367,0.979,0.109,0.00243,170.037,0.176,0
5849,Guess What,Syleena Johnson,0.841,0.584,0.046,0.0,82.005,0.882,0
5853,Shoujyo S,SCANDAL,0.553,0.906,0.0418,5.78e-06,135.906,0.813,0
5855,Daemonos,Daemonia Nymphe,0.416,0.704,0.0367,0.239,169.983,0.788,0
5857,Hearts On Fire,Cut Copy,0.558,0.957,0.0488,0.868,124.978,0.683,0
5859,Nobody's Fault But Mine,Sister Rosetta Tharpe,0.835,0.153,0.0436,4.07e-05,99.022,0.786,0
5860,Hetast när det gäller,AIK Trubaduren,0.592,0.554,0.0413,0.0,136.888,0.73,0
5861,Wakwazulu Kwezizulu Rock,Lizzy Mercier Descloux,0.633,0.891,0.0677,0.000451,114.378,0.911,0
5862,Postcards From Hell,The Wood Brothers,0.465,0.242,0.0298,0.0223,102.812,0.315,0
5866,Shindo-kaku,ASIAN KUNG-FU GENERATION,0.323,0.953,0.0617,0.377,184.884,0.576,0
5869,"Mass in B minor BWV 232, Missa: Duetto - Christe eleison - soprano/mezzo soprano",Johann Sebastian Bach,0.297,0.0773,0.062,0.000217,75.916,0.401,0
5870,Loog,The Clean,0.39,0.601,0.0291,0.947,116.122,0.439,0
1,Surfboard,Esquivel!,0.447,0.247,0.0346,0.814,155.489,0.25,0
3,Music To My Ears (feat. Tory Lanez),Keys N Krates,0.502,0.648,0.0527,0.0,91.837,0.291,0
6,Sex Metal Barbie,In This Moment,0.533,0.935,0.128,0.0,140.092,0.481,0
8,Holiday With HH,No Bros,0.166,0.985,0.17,0.0142,174.725,0.139,0
11,Cirrus,Bonobo,0.64,0.844,0.0374,0.933,119.042,0.364,0
12,"Theme From ""Bus Stop""",Jackie Gleason,0.245,0.0935,0.0373,0.254,124.385,0.107,0
14,Maze of Martyr (Official Dominator 2017 anthem) - Radio Edit,Dj Mad Dog,0.32,0.99,0.344,0.00032,178.107,0.0424,0
19,Squidwards Nose (feat. Kg Prince),Joey Trap,0.634,0.88,0.293,0.0,150.959,0.548,0
20,Windshield,Greensky Bluegrass,0.48,0.548,0.0328,0.00502,90.109,0.322,0
21,Don't Speak (Instrumental),Joseph Sullinger,0.526,0.228,0.0542,0.903,143.295,0.239,0
24,Badges,Yohuna,0.481,0.199,0.0326,0.618,127.996,0.147,0
25,Art House Director,Broken Social Scene,0.464,0.766,0.041,0.0275,130.458,0.335,0
26,10.000 Falls,Logical Terror,0.429,0.924,0.135,9.78e-06,180.033,0.209,0
27,The Healing Process,Koh Lantana,0.241,0.0553,0.0336,0.93,135.859,0.0643,0
30,Sleep Hibernation,Moon Laika,0.142,0.013,0.0428,0.909,72.917,0.0708,0
34,New Salem,Misery Index,0.329,0.933,0.0552,4.09e-06,104.676,0.261,0
38,Worldless,I Will Never Be The Same,0.358,0.818,0.059,0.000752,90.038,0.424,0
40,Ride 4 Me (feat. PnB Rock),Rosewood Bape,0.712,0.655,0.0686,0.0,94.991,0.721,0
41,Death Grips,Mason Jennings,0.214,0.832,0.0507,2.33e-05,74.541,0.23,0
42,Baby Swing - Radio Edit,Phos Toni,0.834,0.731,0.266,0.000268,121.93,0.828,0
45,Money,Leonardo Da Vinyl,0.649,0.652,0.0382,0.548,108.002,0.471,0
46,Wolf Finder General,Winterwolf,0.233,0.925,0.094,0.921,135.497,0.172,0
50,pictures feat. Kacey Musgraves,Judah & the Lion,0.567,0.542,0.0309,0.000342,125.16,0.229,0
51,Touch Me,Clinic,0.636,0.565,0.0311,0.276,87.993,0.53,0
52,Cold Summer (feat. Tee Grizzley),Jeezy,0.701,0.731,0.213,0.0,90.015,0.36,0
54,Conqueror of the Apocalypse - Remastered,Disparaged,0.114,0.879,0.0766,0.0864,68.509,0.213,0
55,Brethren of the Pentagram,Lock Up,0.343,0.978,0.164,2.86e-06,120.629,0.0832,0
56,What A Wonderful World & Somewhere Over The Rainbow [Instrumental Hawaiian Ukulele Medley],John Story,0.564,0.318,0.0616,0.96,170.707,0.742,0
60,Tropicana Fruit Juice,Ycee,0.82,0.38,0.0502,2.53e-05,95.004,0.647,0
62,Shadows of doom,Graveland,0.313,0.845,0.0849,0.869,124.991,0.0555,0
64,No Llega el Olvido,Jenni Rivera,0.573,0.276,0.0397,0.0,81.898,0.442,0
67,I'll Find My Way Back To You,The Cats,0.672,0.594,0.0312,6.4e-06,122.374,0.817,0
69,Instrumental Music for Dogs,Sleepy Dogs,0.286,0.00486,0.0381,0.839,72.179,0.0323,0
71,Attitude,Sepultura,0.475,0.942,0.139,0.0797,80.356,0.178,0
74,Sakura Trip,AIKA,0.684,0.854,0.0544,0.797,155.044,0.517,0
75,Plies,Tanya Gordon,0.447,0.0824,0.0608,0.912,78.169,0.154,0
77,Loved,Fresh Life Worship,0.46,0.256,0.0393,0.0,152.985,0.288,0
80,The Way (Your Soul Must Go),Living Death,0.248,0.911,0.0748,0.859,170.169,0.16,0
81,Can't Help Falling in Love,The Once,0.277,0.441,0.0364,5.35e-06,96.848,0.135,0
82,Doom,IXION,0.225,0.712,0.0475,0.526,120.032,0.0488,0
84,Punk (La Vie Antérieure),Deerhunter,0.556,0.729,0.0662,0.148,120.004,0.786,0
85,Black Hole Metal,Black Crucifixion,0.349,0.959,0.057,0.75,94.977,0.257,0
89,Father Christmas,Lord Kitchener,0.542,0.498,0.0405,1.69e-06,94.899,0.817,0
90,Turn Out The Stars,Bill Evans,0.309,0.0432,0.0542,0.951,74.74,0.102,0
92,"Trial by Fire - Live @ Paramount Theatre, Huntington, New York",Testament,0.158,0.957,0.113,0.122,181.493,0.213,0
98,Metal Works - Original Mix,PØLI,0.62,0.971,0.0616,0.78,134.988,0.483,0
104,Meet Billy - Live,Genetic Control,0.28,0.9,0.0554,1.07e-06,95.092,0.49,0
105,Got to Find a Way,Harold Burrage,0.707,0.474,0.0431,0.0,113.654,0.715,0
107,Love Me Like Rock and Roll,Katie Noel,0.505,0.61,0.0446,1.99e-06,147.896,0.273,0
109,Doom Funk,LX Sweat,0.364,0.503,0.346,0.9,95.718,0.422,0
110,Rock Me Amadeus,Sun Diego,0.594,0.637,0.0826,0.0,88.817,0.268,0
112,The Last Gasp of Street Rock n' Roll,Ramallah,0.36,0.907,0.0949,0.0,139.949,0.277,0
113,Slave Of Pain,The Profane,0.56,0.927,0.0466,6.67e-05,110.063,0.459,0
114,胜者为王,窒息,0.516,0.958,0.128,0.0342,104.717,0.484,0
115,Fuzzybrain,Dayglow,0.488,0.51,0.026,0.15,104.959,0.368,0
118,"Disciples of the Watch - Live @ Paramount Theatre, Huntington, New York",Testament,0.165,0.977,0.133,0.54,96.78,0.0522,0
119,Strength of a Thousand Men,Thomas Bergersen,0.478,0.906,0.0419,0.919,140.021,0.59,0
121,Lois Lane,Joey Trap,0.848,0.595,0.251,2.64e-06,140.002,0.473,0
122,Punk Rock Princess,Something Corporate,0.521,0.831,0.0638,0.00123,130.032,0.261,0
123,Somebody That I Used To Know,Mayday Parade,0.457,0.938,0.0836,9.94e-06,136.072,0.467,0
125,Soapy,Naira Marley,0.9,0.806,0.246,0.00971,123.038,0.671,0
126,How to Screw up Your Future and Disappoint Your Loved Ones,Settle Your Scores,0.524,0.879,0.0972,0.0,96.039,0.61,0
127,This Beat,Agent K,0.507,0.833,0.0603,0.157,127.611,0.198,0
129,Passing Clouds,Hiss Golden Messenger,0.639,0.452,0.0966,0.0611,78.999,0.469,0
133,Let Us Fly,Love Sees No Color,0.487,0.915,0.0331,1.4e-05,93.966,0.548,0
134,"Cello Suite No. 2 in D Minor, BWV 1008: III. Courante",Johann Sebastian Bach,0.408,0.175,0.0516,0.895,102.155,0.845,0
141,Hardcore,Powerslut,0.55,0.607,0.0449,2.44e-06,117.581,0.685,0
142,God morgen vår!,Nanahira,0.472,0.868,0.115,0.000939,193.911,0.641,0
147,Elm St's Children,Elm Street,0.522,0.98,0.0773,0.0298,144.996,0.396,0
148,Throw It Up featuring Pastor Troy,Lil Jon & The East Side Boyz,0.698,0.592,0.0929,0.0,145.977,0.107,0
149,Seal The Deal,Volbeat,0.53,0.973,0.0663,0.00558,105.997,0.432,0
150,Cigarettes out the Window,TV Girl,0.626,0.659,0.0337,0.0,113.551,0.594,0
153,The Start of It (EP Version),Meese,0.537,0.839,0.0442,0.0,150.013,0.614,0
155,Amor para Sonhar,Barrio Jazz Gang,0.722,0.868,0.0472,0.0109,97.986,0.943,0
156,Vincent,Laura Fygi,0.47,0.191,0.038,0.0,95.515,0.422,0
157,"Fire, Walk with Me",Harakiri for the Sky,0.383,0.952,0.0484,0.000881,145.001,0.278,0
159,Mind Over Matter,The Rival Mob,0.137,0.879,0.0421,0.85,181.288,0.576,0
161,Disarm You (feat. Ilsey),Kaskade,0.446,0.793,0.0556,4.14e-05,127.799,0.313,0
163,Hip-Hop - Remix,Joell Ortiz,0.536,0.857,0.369,0.0,97.524,0.836,0
164,Mr. Local - Theme,Hiphop Tamizha,0.652,0.93,0.0616,0.0,87.997,0.602,0
166,It's Only Rock & Roll (But I Like It),Clinic,0.579,0.571,0.169,0.931,186.698,0.603,0
169,Natures Death,Living Death,0.257,0.825,0.063,0.812,176.255,0.223,0
170,A Wolf Amongst Ravens,After The Burial,0.483,0.975,0.0526,0.166,136.019,0.301,0
173,On the Beach (Mix Cut) - Mauro Picotto's CRW Remix,York,0.605,0.897,0.0382,0.277,137.974,0.258,0
176,Strange World - Radio Edit,Push,0.632,0.644,0.0362,0.848,139.207,0.566,0
179,Back & Forth,Wild Child,0.749,0.699,0.0469,0.0,123.965,0.641,0
180,"Hooray, It's L.A.",Blindside,0.492,0.922,0.0402,0.0,146.015,0.54,0
184,Zombie,Chief State,0.473,0.967,0.0792,0.00259,188.001,0.453,0
190,Per Ulv,Terje Rypdal,0.572,0.37,0.0402,0.856,125.248,0.198,0
191,Blessed Be the Darkness,Behexen,0.122,0.869,0.0864,0.675,147.406,0.0626,0
192,Crave You - Adventure Club Remix,Flight Facilities,0.634,0.692,0.0997,0.000116,140.029,0.0839,0
197,Things Are,Sun Glitters,0.482,0.332,0.0732,0.782,83.094,0.225,0
198,Earth Scar,Decapitated,0.267,0.988,0.0962,0.00285,89.575,0.151,0
200,Sacrifice,Invincible Force,0.267,0.999,0.131,0.00257,181.013,0.0381,0
201,Paradox Garage Part 1 (With Your Love),FaltyDL,0.615,0.879,0.0469,0.872,123.025,0.637,0
202,Enemy - Radio Edit,Manuel Lauren,0.598,0.883,0.0732,2.37e-05,127.961,0.894,0
204,Rückkehr der Vernunft,Pöbel MC,0.795,0.877,0.314,0.0,100.023,0.51,0
205,Because I’m Me,The Avalanches,0.472,0.805,0.086,0.0162,94.922,0.512,0
206,Rub Anotha Dub,Walker & Royce,0.707,0.789,0.0713,0.627,125.991,0.63,0
207,Crazy World,Terry Riley,0.286,0.399,0.0329,4.34e-05,93.082,0.21,0
209,We Stayed Up All Night,Tourist,0.519,0.843,0.0431,0.000446,84.997,0.592,0
210,Obsidian Plume,Anthelion,0.321,0.953,0.167,0.715,104.21,0.0369,0
211,Thrash On The Streets,Dangerous,0.164,0.974,0.282,0.0178,174.832,0.257,0
217,It's a Small World - Instrumental,Fred Mollin,0.666,0.434,0.0691,0.949,100.036,0.947,0
218,Pop Music,R. Stevie Moore,0.516,0.386,0.0332,1.93e-05,179.974,0.378,0
222,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,0.427,0.396,0.0366,0.0,70.368,0.306,0
223,"Dear Friend,",Dayglow,0.436,0.381,0.0425,0.0176,88.16,0.331,0
227,"Cello Suite No. 5 in C Minor, BWV 1011: IV. Sarabande",Johann Sebastian Bach,0.175,0.00603,0.0495,0.927,96.644,0.109,0
228,Heart Patient,The Landers,0.728,0.674,0.0736,0.0,145.981,0.711,0
229,Feel It Still - Instrumental,Lance Allen,0.581,0.291,0.0746,0.787,79.026,0.784,0
232,Sepulnation (Live),Sepultura,0.334,0.977,0.134,0.00155,117.056,0.0391,0
235,Lost In The Static,After The Burial,0.602,0.955,0.154,0.0133,126.009,0.193,0
237,Nowhere Kids,Smile Empty Soul,0.513,0.923,0.0683,0.0,98.986,0.367,0
238,Rock the Bells,Boys Noize,0.605,0.992,0.0606,0.909,102.911,0.555,0
239,"Three Days In Darkness - Live @ Paramount Theatre, Huntington, New York",Testament,0.158,0.904,0.0787,0.00513,154.558,0.108,0
240,Three Ravens,Jake Xerxes Fussell,0.523,0.212,0.034,0.857,129.251,0.323,0
241,"More Than Meets the Eye - Live @ Paramount Theatre, Huntington, New York",Testament,0.109,0.958,0.0884,0.101,166.506,0.0661,0
242,Theme from Q,Objekt,0.8,0.795,0.0733,0.713,123.01,0.599,0
243,"Game Of Thrones - From The ""Game Of Thrones"" Soundtrack",Ramin Djawadi,0.551,0.558,0.0431,0.675,146.039,0.168,0
246,Seven,Sleeping At Last,0.457,0.463,0.0421,6.39e-05,119.827,0.117,0
247,Metal Tribes,Panzerchrist,0.198,0.952,0.132,0.816,103.453,0.126,0
248,Umbrella (Frappé),Nate Fifield,0.546,0.245,0.0448,0.829,80.894,0.538,0
249,Old Record,Damma Beatz,0.717,0.582,0.0579,0.88,85.978,0.275,0
251,Habits (Stay High) [Instrumental Version],Steve Petrunak,0.738,0.547,0.0468,0.89,110.015,0.22,0
